# Yang et al. (2019) source catalog, Version 1.0 
# 04/06/2019
# ------------------------------
#
# GENERAL INFORMATION 
#
# The source catalog used in the Yang et al. (2019) paper:
# "Evident black hole-bulge coevolution in the distant universe"
# Yang, G.; Brandt, W. N.; Alexander, D. M.; Chen, C.-T. J.; Ni, Q.;
# Vito, F.; Zhu, F.-F. (2019, MNRAS, in press).
# arXiv: 1903.00003 [astro-ph.GA]
#
# Sources from CANDELS/GOODS-North are not contained in this
# catalog as the formal paper (Barro et al. in prep.) is not
# published yet. We will update this catalog to include
# GOODS-North data after the publication of Barro et al. (in prep.)
#
# Any queries/feedback about this catalog should be sent
# to both Dr. Guang Yang (gyang206265@gmail.com) and
# This catalog is available at
#  http://www.personal.psu.edu/gxy909/
#
# Below we briefly describe each column. To understand these,
# one should make reference to the Yang et al. (2018) paper
# described above.
#
# If we find any issues with this catalog, we will continue to
# improve it. Thus, before using them in a final scientific work,
# we suggest that you download the latest version available.
# ------------------------------
#
# Column Description
#
# field: 1=GOODS-South, 2=GOODS-North (not released now), 3=EGS, 4=UDS, 5=COSMOS
# CANDELS_ID: the ID in the CANDELS catalog
# ra, dec: J2000 coordinates
# z: redshift from the CANDELS catalog 
# morph_type: 0=bulge-dominated, 1=comparison; 
# log(Mstar): log(stellar mass) in units of M_sun; 
#             the median value of five CANDELS SED-fitting teams
# log(SFR): log(star formation rate) in units of M_sun/yr; 
#             the median value of five CANDELS SED-fitting team
#             or derived from Herschel FIR photometry.
#             Note that the bottom value is set to -10
# SFR_type: 0=SED-fitting, 1=Herschel FIR
# log(Lx): log(intrinsic 2-10 keV X-ray luminosity) in units of erg/s
#          for X-ray non-detected sources, the value is set to -99
# ------------------------------
#
# Catalog Data
#
# field CANDELS_ID ra dec z morph_type log(Mstar) log(SFR) SFR_type log(Lx) 
1 15955 53.04905 -27.774494 1.62 0  10.21   1.98 1  43.55
1 16056 53.04383 -27.774706 1.62 0  10.90   1.66 1 -99.00
1 16065 53.05220 -27.774771 1.61 1  11.06  -1.31 0  42.27
1 16082 53.18334 -27.773775 2.71 1  10.23   1.37 0 -99.00
1 16121 53.20768 -27.774076 2.28 1  10.50  -0.35 0 -99.00
1 16127 53.04425 -27.774233 1.81 1  10.45   1.46 0 -99.00
1 16139 53.12112 -27.774609 2.23 1  10.44   2.29 1  42.07
1 16150 53.15074 -27.774344 2.35 1  10.37   1.75 0  41.97
1 16160 53.07814 -27.774214 1.73 1  10.84   2.09 1 -99.00
1 16274 53.13108 -27.773107 2.22 1  11.15   1.87 1  42.96
1 16303 53.08447 -27.772343 1.62 1  10.38   1.40 1 -99.00
1 16315 53.19675 -27.772320 2.81 1  10.33   1.89 0 -99.00
1 16358 53.04661 -27.772184 1.57 0  10.45  -1.97 0 -99.00
1 16375 53.04495 -27.774393 1.61 1  11.42  -0.17 0  42.26
1 16471 53.07581 -27.771131 1.63 0  10.35  -0.84 0 -99.00
1 16558 53.04966 -27.770929 2.56 1  10.47   1.43 0 -99.00
1 16629 53.15446 -27.771435 2.60 1  10.23   1.52 0 -99.00
1 16643 53.21892 -27.769462 2.69 1  10.28   1.18 0 -99.00
1 16689 53.07148 -27.769787 1.61 0  10.52   0.27 0  42.51
1 16844 53.04539 -27.768162 2.37 1  10.34   1.69 0 -99.00
1 16856 53.22767 -27.768368 1.79 1  10.78   1.44 1 -99.00
1 16867 53.07007 -27.768059 1.77 0  10.51   0.14 0 -99.00
1 16934 53.16557 -27.769791 1.55 1  11.10   1.72 1  43.57
1 16958 53.13078 -27.767862 2.11 0  10.62   0.60 0 -99.00
1 16972 53.08196 -27.767202 1.62 1  10.69   2.31 1  41.81
1 17147 53.11916 -27.765762 1.89 0  10.50  -1.28 0  42.09
1 17156 53.04958 -27.765682 2.74 1  10.28   1.59 0 -99.00
1 17205 53.14102 -27.766727 1.90 0  11.13   0.37 0  41.95
1 17342 53.01529 -27.764427 1.51 1  10.43   1.27 0 -99.00
1 17397 53.07335 -27.764319 1.84 1  10.93   1.50 1 -99.00
1 17510 53.13971 -27.763199 2.07 1  10.59   0.65 0 -99.00
1 17582 53.13055 -27.762402 1.67 1  10.33   1.58 1 -99.00
1 17630 53.21698 -27.763434 1.82 1  10.59   1.92 1 -99.00
1 17693 53.22246 -27.761272 1.67 0  10.53  -1.00 0 -99.00
1 17744 53.09401 -27.760883 2.07 1  10.28   2.14 1 -99.00
1 17882 53.08917 -27.760082 1.68 1  11.10   1.67 1 -99.00
1 18068 53.09496 -27.757834 1.99 0  10.26   1.10 0  42.68
1 18357 53.12133 -27.755873 2.23 1  10.50   1.77 0 -99.00
1 18402 53.14101 -27.755049 2.13 1  10.52   1.89 1 -99.00
1 18406 53.20216 -27.754919 2.17 1  10.27   1.53 0 -99.00
1 18475 53.10811 -27.753981 2.73 0  10.44   1.00 0  43.74
1 18489 53.06541 -27.754251 2.67 1  10.80   1.87 0 -99.00
1 18562 53.02739 -27.753885 1.57 1  10.83   0.89 0 -99.00
1 18607 53.21416 -27.753889 1.62 1  11.09  -0.55 0 -99.00
1 18613 53.17457 -27.753374 1.75 0  10.84  -0.70 0 -99.00
1 18638 53.12183 -27.752703 1.51 1  10.29   2.01 1  42.31
1 18765 53.20546 -27.751585 2.16 1  10.31   2.03 1 -99.00
1 18794 53.14058 -27.752106 1.82 1  10.40   1.57 1 -99.00
1 18819 53.11007 -27.751226 2.58 1  10.26   1.50 0 -99.00
1 19143 53.02794 -27.748663 2.38 0  10.61   1.09 0  42.84
1 19185 53.12648 -27.750311 2.94 1  10.67   2.41 0 -99.00
1 19216 53.16832 -27.748512 2.28 1  10.40   1.93 1 -99.00
1 19298 53.01265 -27.747244 2.57 0  10.80   1.12 0  43.88
1 19300 53.11788 -27.747387 2.13 1  10.23  -0.05 0 -99.00
1 19329 53.19833 -27.747801 1.93 1  10.70   2.46 1  42.16
1 19413 53.20147 -27.747099 1.69 1  10.42   2.54 1 -99.00
1 19435 53.10428 -27.746551 1.62 1  10.24   1.46 1 -99.00
1 19452 53.04584 -27.749830 1.55 1  10.35   1.80 0 -99.00
1 19473 53.19703 -27.745617 1.66 0  10.40   0.62 0 -99.00
1 19476 53.08354 -27.746431 1.90 0  10.60   2.08 1  43.92
1 19504 53.13292 -27.745810 1.61 1  10.27   1.44 1 -99.00
1 19590 53.06086 -27.744472 1.78 1  10.41  -6.04 0 -99.00
1 19616 53.09636 -27.745054 1.61 1  10.62   1.26 1  41.67
1 19764 53.03291 -27.742849 2.09 1  10.41   1.78 0 -99.00
1 19802 53.15892 -27.742672 2.33 1  10.48   1.76 0 -99.00
1 19892 53.07938 -27.741625 2.09 0  10.54   2.21 1  42.60
1 19908 53.19954 -27.742567 2.19 1  10.77   1.93 1 -99.00
1 19933 53.12006 -27.741804 1.88 0  10.57   0.41 0 -99.00
1 20027 53.03712 -27.740208 2.47 0  10.51  -0.03 0  43.49
1 20033 53.06587 -27.740807 1.73 1  10.33   0.30 0 -99.00
1 20214 53.04687 -27.738668 1.57 0  10.28  -0.43 0 -99.00
1 20253 53.19291 -27.738361 2.43 1  10.46   1.91 1 -99.00
1 20320 53.03091 -27.738182 1.58 0  10.62  -2.40 0 -99.00
1 20510 53.16262 -27.739016 1.97 1  11.10   1.79 1 -99.00
1 20568 53.09882 -27.736591 2.06 1  10.90   2.06 1 -99.00
1 20593 53.05323 -27.735491 1.59 1  10.24   1.49 0 -99.00
1 20659 53.18284 -27.734911 2.43 0  10.97   1.68 0 -99.00
1 20715 53.06163 -27.734028 1.84 1  10.48   1.18 0  42.90
1 20728 53.05188 -27.734039 2.18 1  10.22   1.33 0 -99.00
1 20806 53.02936 -27.733866 2.23 1  10.54   2.13 1 -99.00
1 21007 53.13263 -27.732294 1.55 1  10.67   1.94 1 -99.00
1 21167 53.17773 -27.730106 2.84 1  10.68   1.93 1 -99.00
1 21236 53.18181 -27.729921 2.31 1  10.24   1.64 0 -99.00
1 21391 53.08143 -27.728205 1.98 1  10.55   1.65 1 -99.00
1 21437 53.07131 -27.728354 1.61 0  10.35   1.16 0 -99.00
1 21471 53.06784 -27.728668 2.05 1  11.16   1.87 1 -99.00
1 21587 53.12502 -27.726797 1.85 1  10.24   1.96 1 -99.00
1 21616 53.06424 -27.727621 1.55 0  11.00  -2.79 0 -99.00
1 21662 53.05885 -27.726330 1.97 0  10.96   1.73 1 -99.00
1 21677 53.01687 -27.725855 2.41 0  10.70  -0.89 0 -99.00
1 21706 53.05963 -27.725792 1.61 0  10.56  -0.87 0 -99.00
1 21735 53.06282 -27.726461 1.53 0  11.02   0.46 0  42.53
1 21764 53.10801 -27.725319 1.52 0  10.25   0.39 0 -99.00
1 21852 53.18884 -27.725580 1.78 1  10.89   1.58 1 -99.00
1 21901 53.12860 -27.724300 1.81 1  10.92   0.80 0 -99.00
1 21922 53.17451 -27.725359 2.23 1  10.24   1.76 0 -99.00
1 21988 53.05848 -27.723089 2.18 0  10.41  -0.65 0 -99.00
1 22063 53.12497 -27.722956 1.60 0  10.75  -1.66 0 -99.00
1 22097 53.12674 -27.722442 1.72 1  10.46   1.33 0 -99.00
1 22123 53.12283 -27.722803 1.61 0  10.76   1.40 0  42.79
1 22200 53.05425 -27.721649 1.96 1  10.81   1.86 1 -99.00
1 22276 53.08064 -27.720808 2.98 1  10.42   2.31 0 -99.00
1 22320 53.11608 -27.720440 1.61 1  10.23   0.26 0 -99.00
1 22351 53.07938 -27.720873 2.41 1  10.62   2.10 1 -99.00
1 22374 53.18576 -27.720177 2.23 1  10.70   0.83 0  43.06
1 22435 53.05786 -27.720087 1.90 1  10.26   2.62 1 -99.00
1 22507 52.99948 -27.718809 2.13 1  10.35   1.69 0 -99.00
1 22539 53.18737 -27.719187 2.34 0  10.96   1.34 0 -99.00
1 22548 53.01358 -27.720182 2.15 0  10.84   1.62 0 -99.00
1 22554 53.12394 -27.718504 1.54 1  10.24   1.49 0 -99.00
1 22583 53.12835 -27.718414 1.67 0  10.68   0.50 0 -99.00
1 22598 53.12794 -27.718887 1.71 0  11.04  -0.52 0 -99.00
1 22603 53.10702 -27.718226 2.29 1  11.26   2.24 1  44.26
1 22642 53.05227 -27.718327 1.79 1  10.40   2.01 1 -99.00
1 22661 53.18535 -27.717323 1.68 0  10.34  -0.53 0  42.59
1 22734 53.12045 -27.717699 1.60 1  10.35   1.70 1 -99.00
1 22752 53.01910 -27.716862 1.69 1  10.50   1.71 1 -99.00
1 22851 53.07155 -27.700724 2.19 1  10.30   1.76 0 -99.00
1 22852 53.17531 -27.694771 2.44 1  11.03   2.42 1 -99.00
1 22859 53.01285 -27.705730 2.10 1  11.13   0.50 0 -99.00
1 22883 53.14216 -27.707428 1.67 1  10.65  -0.21 0 -99.00
1 22904 53.15077 -27.706322 2.07 0  10.42   0.64 0 -99.00
1 22959 53.00628 -27.708237 2.11 1  10.25   1.86 1 -99.00
1 22991 53.17504 -27.707668 2.46 1  10.53   1.40 0 -99.00
1 23030 53.13065 -27.707887 1.63 1  10.25   1.72 1 -99.00
1 23090 53.08606 -27.709566 1.86 1  10.95   2.31 1 -99.00
1 23095 53.16042 -27.707748 1.61 1  10.37   1.85 1 -99.00
1 23217 53.14960 -27.711374 1.61 0  10.95  -0.06 0  42.02
1 23270 53.14215 -27.711243 1.61 0  10.22   0.04 0  42.16
1 23312 53.11218 -27.711037 1.56 1  10.30   1.44 1  42.18
1 23352 53.04592 -27.711582 2.30 1  10.63   1.97 1 -99.00
1 23356 53.08946 -27.711550 1.71 1  10.86   2.65 1 -99.00
1 23358 53.09039 -27.711742 2.49 1  10.64   0.64 0 -99.00
1 23359 53.10852 -27.710150 1.61 1  11.07  -3.00 0 -99.00
1 23373 53.09172 -27.712047 1.61 1  10.55   2.21 1  42.19
1 23453 53.08313 -27.711985 2.22 1  10.25   1.02 0  43.67
1 23455 53.19704 -27.712065 1.70 1  11.01   0.13 0 -99.00
1 23459 53.18979 -27.712639 1.73 0  10.39   1.77 1 -99.00
1 23460 53.10139 -27.711725 2.39 1  10.77   0.87 0 -99.00
1 23465 53.03405 -27.711243 2.25 1  10.60   1.63 0 -99.00
1 23502 53.15119 -27.713734 1.61 1  11.15  -0.03 0  42.48
1 23505 53.02219 -27.712660 2.58 1  10.54   1.43 0 -99.00
1 23551 53.03677 -27.713781 2.46 1  10.41   1.93 0 -99.00
1 23586 53.05084 -27.713711 2.44 1  10.39   2.13 1 -99.00
1 23711 53.12742 -27.712067 1.79 0  10.85  -1.53 0 -99.00
1 23845 53.09765 -27.715282 2.12 0  10.94   1.70 1  43.26
1 23888 53.12317 -27.715578 1.61 1  10.36   1.78 0 -99.00
1 23894 53.18580 -27.715067 2.25 1  10.26   1.06 0 -99.00
1 23896 53.10081 -27.715986 2.30 0  10.90   1.48 0  43.33
1 24024 53.17809 -27.660202 1.92 1  10.59   0.52 0 -99.00
1 24115 53.18201 -27.669615 2.54 1  10.27   1.47 0 -99.00
1 24216 53.13851 -27.671783 1.83 1  10.74   1.72 1 -99.00
1 24274 53.11641 -27.712704 1.61 0  10.76  -0.66 0 -99.00
1 24337 53.15273 -27.716251 1.61 1  10.96  -2.30 0 -99.00
1 24367 53.14393 -27.677738 2.35 1  11.09   1.87 1  43.18
1 24371 53.14045 -27.668816 1.77 1  10.26   0.26 0 -99.00
1 24375 53.11673 -27.675342 1.51 1  10.33  -1.07 0 -99.00
1 24422 53.14750 -27.667332 1.57 1  10.40   1.38 0  43.05
1 24433 53.09909 -27.677170 1.88 0  10.80  -0.77 0 -99.00
1 24481 53.14630 -27.679272 2.24 1  10.28   1.36 0 -99.00
1 24499 53.09696 -27.679397 1.77 0  10.51   0.13 0  42.80
1 24644 53.10018 -27.679506 1.86 1  10.55   1.13 0 -99.00
1 24740 53.14482 -27.682472 2.25 1  11.12   1.12 0 -99.00
1 24826 53.17979 -27.683630 1.89 1  10.81   1.86 1 -99.00
1 24854 53.10544 -27.686878 2.65 0  10.22   2.03 1 -99.00
1 24928 53.15789 -27.681662 1.54 1  10.26   1.29 0 -99.00
1 24930 53.08398 -27.679937 1.60 1  10.72   2.33 1 -99.00
1 24939 53.05318 -27.689049 2.40 1  10.52   0.15 0 -99.00
1 24964 53.11867 -27.683245 1.54 0  10.51   1.15 0 -99.00
1 24965 53.06837 -27.688009 2.48 1  10.59   1.79 1 -99.00
1 24991 53.08582 -27.686747 2.04 1  10.25   1.51 0 -99.00
1 25001 53.13756 -27.686062 2.55 1  10.57  -0.21 0 -99.00
1 25009 53.08759 -27.687618 2.04 1  10.51   2.44 1 -99.00
1 25049 53.15831 -27.680864 2.56 1  10.25   1.65 0 -99.00
1 25103 53.11324 -27.680977 2.89 1  10.79   2.71 1 -99.00
1 25302 53.17141 -27.690126 1.68 1  10.23   1.28 0  42.81
1 25308 53.07929 -27.691368 2.44 1  10.22   1.78 0 -99.00
1 25340 53.06075 -27.689527 1.54 1  10.31   1.37 0 -99.00
1 25353 53.09463 -27.690659 1.96 1  10.74   1.73 0 -99.00
1 25365 53.09908 -27.692253 2.22 1  10.57   2.14 1 -99.00
1 25380 53.15369 -27.692804 2.38 1  10.41   1.54 1 -99.00
1 25418 53.04103 -27.692101 1.89 1  10.21   0.88 0 -99.00
1 25425 53.19091 -27.692404 1.51 1  10.47   1.64 1 -99.00
1 25459 53.07058 -27.693399 2.57 0  10.30  -0.13 0 -99.00
1 25511 53.07128 -27.693577 1.90 1  10.46   1.68 1  43.76
1 25537 53.06961 -27.694164 2.60 1  10.69   1.90 0 -99.00
1 25552 53.05708 -27.695004 1.61 0  10.37   0.68 0 -99.00
1 25635 53.04089 -27.696859 1.52 0  10.25   1.58 0 -99.00
1 25715 53.09468 -27.694651 1.57 0  10.32   1.74 0  42.70
1 25728 53.13897 -27.695106 2.44 1  10.40   1.15 0 -99.00
1 25746 53.09549 -27.696840 1.96 1  10.24   1.53 1 -99.00
1 25793 53.11826 -27.697203 1.63 1  10.25   1.23 0 -99.00
1 25810 53.09532 -27.690269 1.86 1  10.58   2.62 1 -99.00
1 25873 53.13366 -27.698650 1.98 1  10.67   1.90 1  43.60
1 25921 53.19132 -27.697262 2.40 1  10.46   1.85 0 -99.00
1 25928 53.17369 -27.698088 2.08 1  10.92   1.85 0 -99.00
1 25945 53.07653 -27.696665 2.21 1  10.38   1.46 0 -99.00
1 25952 53.12114 -27.698074 1.88 0  10.46   1.49 1 -99.00
1 25998 53.13757 -27.700104 2.45 0  11.05   2.57 1  43.53
1 26056 53.06326 -27.699642 2.40 0  10.73   1.91 1  43.34
1 26130 53.13876 -27.700464 2.45 1  10.42   1.84 0 -99.00
1 26135 53.13230 -27.699284 1.87 0  11.05   0.41 0 -99.00
1 26195 53.12958 -27.701420 1.55 1  10.65   1.68 1 -99.00
1 26211 53.06595 -27.701853 2.15 0  10.83   0.83 0  43.44
1 26327 53.06218 -27.706095 1.72 1  10.30  -1.10 0 -99.00
1 26355 53.03448 -27.703274 1.76 1  10.28   1.72 0 -99.00
1 26496 53.02066 -27.700831 2.10 1  10.58   1.80 1 -99.00
1 26554 53.14116 -27.701090 1.60 1  10.99   1.45 1  42.78
1 26576 53.12942 -27.707357 1.50 0  10.72   0.02 0 -99.00
1 26596 53.15788 -27.704227 1.81 1  10.87   1.90 1  42.42
1 26612 53.07743 -27.704653 2.24 1  10.67   0.99 0 -99.00
1 26659 53.08447 -27.704186 2.54 0  10.70  -0.10 0 -99.00
1 26684 53.06197 -27.706480 1.64 1  10.72  -0.22 0  42.89
1 26712 53.10457 -27.705421 1.58 0  11.03   0.06 0 -99.00
1 26736 53.11003 -27.707861 1.62 1  10.36   1.72 1 -99.00
1 26763 53.13520 -27.705982 2.63 1  10.85   1.35 0 -99.00
1 26766 53.06240 -27.706913 2.49 1  11.74   2.20 1  43.69
3    19 215.24062 53.009898 1.76 0  10.49   1.06 0 -99.00
3   147 215.15075 52.951181 2.00 1  10.83   1.64 0 -99.00
3   179 215.25903 53.027336 1.60 1  10.85   1.52 0 -99.00
3   270 215.24742 53.020623 1.91 0  10.97   0.60 0 -99.00
3   324 215.28058 53.045315 2.35 1  10.24   2.36 1 -99.00
3   385 215.10781 52.924775 1.70 0  10.75  -1.16 0 -99.00
3   406 215.09201 52.914059 2.50 0  10.56  -0.39 0 -99.00
3   462 215.26696 53.036960 1.80 0  10.47  -0.35 0 -99.00
3   470 215.09042 52.913376 1.91 0  11.10   2.29 1 -99.00
3   483 215.16183 52.963126 1.86 1  10.45   1.05 0 -99.00
3   498 215.01263 52.858735 1.85 0  10.43   0.88 0  43.93
3   597 215.03285 52.873440 1.57 0  10.63  -0.34 0 -99.00
3   607 215.26621 53.037291 1.91 1  10.31  -0.61 0 -99.00
3   638 215.17975 52.978061 2.12 1  10.25   0.92 0 -99.00
3   674 215.15995 52.963706 1.91 0  10.98  -0.72 0 -99.00
3   677 215.03274 52.873829 1.78 1  10.29   1.27 0 -99.00
3   684 215.24968 53.027297 1.89 0  10.82  -0.90 0 -99.00
3   694 215.14167 52.951030 1.92 1  10.52   2.05 1 -99.00
3   695 215.16057 52.964006 1.86 1  11.15   2.51 1 -99.00
3   763 215.22809 53.013424 2.21 1  10.41   1.31 0 -99.00
3   781 215.13887 52.948901 1.70 1  10.29   1.27 0 -99.00
3   837 215.11153 52.930949 1.59 0  10.53   0.12 0 -99.00
3   859 215.24590 53.026310 2.15 0  10.52  -0.46 0 -99.00
3   865 215.23618 53.019268 1.78 1  10.50   0.11 0 -99.00
3   871 214.99937 52.852640 1.55 1  10.33   1.41 0 -99.00
3   895 215.17543 52.976546 1.82 1  10.56   1.77 0 -99.00
3   898 215.22776 53.013561 2.31 1  10.68   2.50 1 -99.00
3   959 215.27943 53.049606 1.57 1  10.80   2.20 1 -99.00
3   966 215.02716 52.872799 1.67 1  10.45   0.55 0 -99.00
3  1009 214.90363 52.784764 1.57 0  11.11  -0.61 0 -99.00
3  1018 215.06417 52.899343 2.54 1  10.24   1.32 0 -99.00
3  1148 215.28065 53.052295 1.98 1  10.28  -0.65 0 -99.00
3  1233 214.84510 52.745676 2.44 1  10.35   2.28 1 -99.00
3  1237 214.97227 52.835641 1.75 1  11.00   0.89 0 -99.00
3  1270 215.04200 52.885707 2.92 0  10.20   1.31 0 -99.00
3  1357 215.09145 52.920008 2.40 1  11.01   2.62 1 -99.00
3  1364 215.26675 53.043346 2.10 1  10.50   2.08 0 -99.00
3  1368 214.99284 52.850766 1.66 1  10.66   2.23 1 -99.00
3  1396 214.75352 52.681413 2.51 1  10.25   1.93 0 -99.00
3  1449 215.28300 53.056172 2.31 1  10.21   1.26 0 -99.00
3  1464 214.79032 52.707898 2.18 1  10.84   2.27 1 -99.00
3  1494 214.87004 52.764311 1.59 1  10.35   2.18 1 -99.00
3  1507 215.06181 52.900938 1.99 1  10.79   2.36 1 -99.00
3  1574 215.10282 52.929770 1.97 1  10.80  -1.38 0 -99.00
3  1590 215.29211 53.063602 2.17 0  10.65   0.58 0 -99.00
3  1591 214.90566 52.791210 2.86 1  11.13   2.32 1 -99.00
3  1667 215.25081 53.032970 1.62 1  10.91   1.31 0 -99.00
3  1698 215.14082 52.957881 1.82 1  10.52   1.08 0 -99.00
3  1780 215.22636 53.017407 1.92 0  10.91   0.52 0 -99.00
3  1809 215.29587 53.066713 2.51 1  10.55   1.66 0 -99.00
3  1880 215.28996 53.063346 2.32 1  10.30   1.42 0 -99.00
3  1887 214.99920 52.857660 1.74 1  11.09   2.25 1 -99.00
3  1920 215.21875 53.014553 2.55 0  10.79   0.41 0  43.66
3  1954 215.02560 52.878407 2.58 1  10.25   1.43 0 -99.00
3  1995 214.97038 52.838569 1.71 1  10.35  -0.48 0 -99.00
3  2000 215.10864 52.934980 1.57 1  11.02   1.10 0 -99.00
3  2154 214.75521 52.687318 2.04 0  10.79   0.50 0 -99.00
3  2206 215.22354 53.019228 1.98 1  10.60   2.26 1 -99.00
3  2215 214.99205 52.855118 1.95 1  10.93   0.74 0 -99.00
3  2259 214.85540 52.758646 1.78 0  10.73   2.02 1 -99.00
3  2309 215.09988 52.933085 2.41 1  10.28   1.81 0 -99.00
3  2357 214.85472 52.758942 1.85 1  10.28   1.23 0 -99.00
3  2406 214.90318 52.793514 2.10 1  11.17   0.35 0 -99.00
3  2453 215.16897 52.980791 2.17 1  11.64   2.44 1  43.76
3  2461 214.94584 52.822722 1.66 0  11.25  -1.00 0 -99.00
3  2485 215.22664 53.022545 1.70 1  10.84   0.19 0 -99.00
3  2528 214.80318 52.723831 2.78 1  10.22   1.55 0 -99.00
3  2531 214.91196 52.800649 1.62 0  10.53  -0.48 0 -99.00
3  2543 214.84861 52.755140 2.21 1  11.37   2.47 1  43.51
3  2578 214.85739 52.761190 1.51 1  10.68  -2.19 0 -99.00
3  2579 214.86186 52.765016 2.44 1  10.40   1.53 0 -99.00
3  2581 215.16504 52.980174 2.08 1  10.46   2.71 1 -99.00
3  2590 214.98858 52.854915 2.23 1  10.54   1.13 0 -99.00
3  2623 215.26206 53.048446 2.29 1  10.67   2.59 1 -99.00
3  2678 214.94554 52.823186 1.79 1  10.73  -2.13 0 -99.00
3  2722 214.98790 52.855916 1.74 1  10.37   0.00 0 -99.00
3  2752 215.26582 53.050716 2.08 1  10.54   2.46 1 -99.00
3  2780 214.81692 52.733874 2.06 1  10.28   1.32 0 -99.00
3  2791 215.10904 52.941167 1.69 1  10.32   1.58 0 -99.00
3  2825 214.86021 52.765479 2.21 1  10.85  -0.19 0 -99.00
3  2829 215.03044 52.887019 2.17 0  10.26  -0.01 0 -99.00
3  2838 215.04543 52.894592 1.78 1  11.32   0.60 0 -99.00
3  2848 214.78459 52.711889 1.96 1  10.87   1.86 1 -99.00
3  2855 214.98728 52.856130 1.55 0  10.32   0.40 0 -99.00
3  2860 214.87367 52.776111 1.93 0  10.25  -2.28 0 -99.00
3  2868 215.14861 52.970408 1.79 1  10.73  -0.61 0 -99.00
3  2879 214.85959 52.765908 2.58 0  10.21   1.64 0 -99.00
3  2883 215.21370 53.015195 1.89 1  10.26   1.14 0 -99.00
3  2935 215.09002 52.929817 2.00 1  10.60   2.14 1 -99.00
3  2942 215.25852 53.047860 1.78 0  10.66   1.29 0 -99.00
3  2950 214.88472 52.783480 1.52 1  10.29   2.04 1 -99.00
3  3106 215.18337 52.994431 1.83 1  10.74   0.35 0 -99.00
3  3116 215.24686 53.041191 2.33 0  10.69   0.68 0 -99.00
3  3167 215.28289 53.065278 2.15 1  10.32   2.27 1 -99.00
3  3195 215.09884 52.937303 1.93 1  10.47   1.08 0 -99.00
3  3234 215.03066 52.889374 2.50 0  10.50  -0.82 0 -99.00
3  3549 215.15526 52.978975 2.13 1  10.57   0.14 0 -99.00
3  3550 214.74402 52.687349 1.98 1  10.49   2.15 1 -99.00
3  3782 214.83405 52.753104 2.21 1  10.75   2.08 0 -99.00
3  3804 215.28324 53.070089 2.14 1  10.23   0.59 0 -99.00
3  3909 215.28025 53.066735 1.63 1  11.13   1.92 1 -99.00
3  3982 214.94524 52.832347 1.68 1  10.89   1.81 1 -99.00
3  3991 214.81464 52.739962 1.78 1  10.29   2.07 1 -99.00
3  4024 214.76914 52.708228 2.17 0  10.27  -0.71 0 -99.00
3  4129 215.18268 53.001026 2.34 1  10.94   1.48 0 -99.00
3  4166 215.01501 52.883809 2.40 1  10.21   0.84 0 -99.00
3  4174 215.17751 52.996994 2.02 1  10.88   1.77 0  44.16
3  4207 215.27795 53.068788 1.68 0  10.70  -1.01 0 -99.00
3  4217 215.01632 52.884623 2.33 1  10.91   1.58 0  44.00
3  4270 214.74214 52.688908 2.84 1  10.36   1.62 0 -99.00
3  4435 215.20726 53.020148 2.06 1  10.67   1.66 0 -99.00
3  4513 215.06206 52.918543 2.19 1  10.51  -0.33 0 -99.00
3  4530 215.13488 52.970071 1.86 1  10.25   0.81 0 -99.00
3  4567 214.90717 52.808875 1.58 0  10.68  -1.58 0 -99.00
3  4574 214.73980 52.689542 2.89 1  10.20   1.55 0 -99.00
3  4581 215.12298 52.960977 1.51 1  10.69   1.73 1 -99.00
3  4590 215.10491 52.949374 1.68 0  10.51   1.28 0 -99.00
3  4599 214.81397 52.742101 1.60 1  10.67   1.41 0 -99.00
3  4639 214.97316 52.856410 1.99 0  10.24   2.37 1 -99.00
3  4676 214.75980 52.705074 1.87 1  10.53  -1.25 0 -99.00
3  4782 215.14031 52.975161 1.77 1  10.56   1.50 1 -99.00
3  4787 215.02558 52.894019 2.35 1  10.61   0.96 0 -99.00
3  4801 215.21778 53.030086 2.35 1  10.40   1.60 0 -99.00
3  4952 214.84151 52.764076 1.69 1  10.69   2.36 0 -99.00
3  4980 214.78025 52.718988 1.78 0  11.13   0.17 0  43.13
3  4986 215.22500 53.036059 2.49 1  10.66   2.20 1 -99.00
3  5067 214.88036 52.793205 2.08 1  10.34   1.48 0 -99.00
3  5068 215.16502 52.993686 2.86 1  10.46   2.01 0 -99.00
3  5086 215.27109 53.068010 1.65 0  10.69  -1.62 0 -99.00
3  5205 215.26840 53.066691 1.52 1  10.81  -0.25 0 -99.00
3  5277 215.11526 52.960715 2.50 1  10.46   1.32 0 -99.00
3  5314 214.87890 52.793480 1.89 1  10.79   0.87 0 -99.00
3  5340 214.80782 52.742571 2.38 1  10.58   2.40 1 -99.00
3  5352 214.85924 52.779368 1.71 0  10.65  -0.48 0 -99.00
3  5385 214.88796 52.799243 2.05 1  10.27   1.54 0 -99.00
3  5387 215.26862 53.068963 1.59 1  10.24  -0.14 0 -99.00
3  5490 214.87878 52.793077 1.54 1  10.69   1.97 1 -99.00
3  5496 214.73430 52.690258 1.95 1  10.57   1.19 0 -99.00
3  5641 214.99937 52.880742 1.71 0  10.58   1.83 1 -99.00
3  5694 214.75338 52.706289 1.89 1  10.37   0.77 0 -99.00
